title_key,author_key,title,author,genre,first_year,last_year,appear_count,avg_rating,avg_reviews,max_reviews,avg_price,title_length,title_word_count,has_colon,has_number,duration,is_multi_year_bestseller,is_long_seller,has_reentry
tina fey bossypants,tina fey,Tina Fey: Bossypants,Tina Fey,Non Fiction,2011,2011,1,4.3,5977.0,5977.0,12.0,20,3,1,0,1,0,0,0
grain brain the surprising truth about wheat carbs and sugaryour brains silent killers,david perlmutter md,"Grain Brain: The Surprising Truth about Wheat, Carbs, and Sugar--Your Brain's Silent Killers",David Perlmutter MD,Non Fiction,2014,2014,1,4.6,5972.0,5972.0,10.0,92,13,1,0,1,0,0,0
unfreedom of the press,mark r levin,Unfreedom of the Press,Mark R. Levin,Non Fiction,2019,2019,1,4.9,5956.0,5956.0,11.0,22,4,0,0,1,0,0,0
the meltdown diary of a wimpy kid book 13,jeff kinney,The Meltdown (Diary of a Wimpy Kid Book 13),Jeff Kinney,Fiction,2018,2018,1,4.8,5898.0,5898.0,8.0,43,9,0,1,1,0,0,0
hamilton the revolution,linmanuel miranda,Hamilton: The Revolution,Lin-Manuel Miranda,Non Fiction,2016,2016,1,4.9,5867.0,5867.0,54.0,24,3,1,0,1,0,0,0
the getaway,jeff kinney,The Getaway,Jeff Kinney,Fiction,2017,2017,1,4.8,5836.0,5836.0,0.0,11,2,0,0,1,0,0,0
new moon the twilight saga,stephenie meyer,New Moon (The Twilight Saga),Stephenie Meyer,Fiction,2009,2009,1,4.6,5680.0,5680.0,10.0,28,5,0,0,1,0,0,0
eclipse twilight,stephenie meyer,Eclipse (Twilight),Stephenie Meyer,Fiction,2009,2009,1,4.7,5505.0,5505.0,18.0,18,2,0,0,1,0,0,0
eclipse twilight sagas,stephenie meyer,Eclipse (Twilight Sagas),Stephenie Meyer,Fiction,2009,2009,1,4.7,5505.0,5505.0,7.0,24,3,0,0,1,0,0,0
what happened,hillary rodham clinton,What Happened,Hillary Rodham Clinton,Non Fiction,2017,2017,1,4.6,5492.0,5492.0,18.0,13,2,0,0,1,0,0,0
the sun and her flowers,rupi kaur,The Sun and Her Flowers,Rupi Kaur,Non Fiction,2017,2017,1,4.7,5487.0,5487.0,9.0,23,5,0,0,1,0,0,0
guts,raina telgemeier,Guts,Raina Telgemeier,Non Fiction,2019,2019,1,4.8,5476.0,5476.0,7.0,4,1,0,0,1,0,0,0
dog man lord of the fleas from the creator of captain underpants dog man 5,dav pilkey,Dog Man: Lord of the Fleas: From the Creator of Captain Underpants (Dog Man #5),Dav Pilkey,Fiction,2018,2018,1,4.9,5470.0,5470.0,6.0,79,15,1,1,1,0,0,0
enchanted forest an inky quest and coloring book activity books mindfulness and meditation illustrated floral prints,johanna basford,"Enchanted Forest: An Inky Quest and Coloring book (Activity Books, Mindfulness and Meditation, Illustrated Floral Prints…",Johanna Basford,Non Fiction,2015,2015,1,4.7,5413.0,5413.0,9.0,121,16,1,0,1,0,0,0
the legend of zelda hyrule historia,patrick thorpe,The Legend of Zelda: Hyrule Historia,Patrick Thorpe,Fiction,2013,2013,1,4.9,5396.0,5396.0,20.0,36,6,1,0,1,0,0,0
baby touch and feel animals,dk,Baby Touch and Feel: Animals,DK,Non Fiction,2015,2015,1,4.6,5360.0,5360.0,5.0,28,5,1,0,1,0,0,0
the complete maus a survivors tale pantheon graphic library,art spiegelman,The Complete Maus: A Survivor's Tale (Pantheon Graphic Library),Art Spiegelman,Fiction,2022,2022,1,4.8,5349.0,5349.0,32.0,63,9,1,0,1,0,0,0
national geographic kids why over 1111 answers to everything,crispin boyer,"National Geographic Kids Why?: Over 1,111 Answers to Everything",Crispin Boyer,Non Fiction,2019,2019,1,4.8,5347.0,5347.0,16.0,63,9,1,1,1,0,0,0
inheritance book iv inheritance cycle,christopher paolini,Inheritance: Book IV (Inheritance Cycle),Christopher Paolini,Fiction,2011,2011,1,4.6,5299.0,5299.0,20.0,40,5,1,0,1,0,0,0
howard stern comes again,howard stern,Howard Stern Comes Again,Howard Stern,Non Fiction,2019,2019,1,4.3,5272.0,5272.0,16.0,24,4,0,0,1,0,0,0
killing reagan the violent assault that changed a presidency bill oreillys killing series,bill oreilly,Killing Reagan: The Violent Assault That Changed a Presidency (Bill O'Reilly's Killing Series),Bill O'Reilly,Non Fiction,2015,2015,1,4.6,5235.0,5235.0,5.0,94,13,1,0,1,0,0,0
night night,elie wiesel,Night (Night),Elie Wiesel,Non Fiction,2016,2016,1,4.7,5178.0,5178.0,9.0,13,2,0,0,1,0,0,0
a wrinkle in time time quintet,madeleine lengle,A Wrinkle in Time (Time Quintet),Madeleine L'Engle,Fiction,2018,2018,1,4.5,5153.0,5153.0,5.0,32,6,0,0,1,0,0,0
double down diary of a wimpy kid 11,jeff kinney,Double Down (Diary of a Wimpy Kid #11),Jeff Kinney,Fiction,2016,2016,1,4.8,5118.0,5118.0,20.0,38,8,0,1,1,0,0,0
dog man and cat kid from the creator of captain underpants dog man 4,dav pilkey,Dog Man and Cat Kid: From the Creator of Captain Underpants (Dog Man #4),Dav Pilkey,Fiction,2018,2018,1,4.9,5062.0,5062.0,6.0,72,14,1,1,1,0,0,0
act like a lady think like a man what men really think about love relationships intimacy and commitment,steve harvey,"Act Like a Lady, Think Like a Man: What Men Really Think About Love, Relationships, Intimacy, and Commitment",Steve Harvey,Non Fiction,2009,2009,1,4.6,5013.0,5013.0,17.0,108,18,1,0,1,0,0,0
my little golden book about betty white,deborah hopkinson,My Little Golden Book About Betty White,Deborah Hopkinson,Non Fiction,2022,2022,1,4.9,4910.0,4910.0,6.0,39,7,0,0,1,0,0,0
hyperbole and a half unfortunate situations flawed coping mechanisms mayhem and other things that happened,allie brosh,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",Allie Brosh,Non Fiction,2013,2013,1,4.7,4896.0,4896.0,17.0,110,15,1,0,1,0,0,0
run rose run a novel,james patterson,"Run, Rose, Run: A Novel",James Patterson,Fiction,2022,2022,1,4.5,4828.0,4828.0,18.0,23,5,1,0,1,0,0,0
george washingtons secret six the spy ring that saved the american revolution,brian kilmeade,George Washington's Secret Six: The Spy Ring That Saved the American Revolution,Brian Kilmeade,Non Fiction,2013,2013,1,4.6,4799.0,4799.0,16.0,79,12,1,0,1,0,0,0
dog man a tale of two kitties from the creator of captain underpants dog man 3,dav pilkey,Dog Man: A Tale of Two Kitties: From the Creator of Captain Underpants (Dog Man #3),Dav Pilkey,Fiction,2017,2017,1,4.9,4786.0,4786.0,8.0,83,16,1,1,1,0,0,0
cravings recipes for all the food you want to eat a cookbook,chrissy teigen,Cravings: Recipes for All the Food You Want to Eat: A Cookbook,Chrissy Teigen,Non Fiction,2016,2016,1,4.7,4761.0,4761.0,16.0,62,12,1,0,1,0,0,0
puppy birthday to you paw patrol little golden book,golden books,Puppy Birthday to You! (Paw Patrol) (Little Golden Book),Golden Books,Fiction,2017,2017,1,4.8,4757.0,4757.0,4.0,56,9,0,0,1,0,0,0
joyland hard case crime,stephen king,Joyland (Hard Case Crime),Stephen King,Fiction,2013,2013,1,4.5,4748.0,4748.0,12.0,25,4,0,0,1,0,0,0
david and goliath underdogs misfits and the art of battling giants,malcolm gladwell,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",Malcolm Gladwell,Non Fiction,2013,2013,1,4.4,4642.0,4642.0,13.0,69,11,1,0,1,0,0,0
the china study the most comprehensive study of nutrition ever conducted and the startling implications for diet,thomas campbell,The China Study: The Most Comprehensive Study of Nutrition Ever Conducted And the Startling Implications for Diet…,Thomas Campbell,Non Fiction,2011,2011,1,4.7,4633.0,4633.0,21.0,114,17,1,0,1,0,0,0
the 4 hour body an uncommon guide to rapid fat loss incredible sex and becoming superhuman,timothy ferriss,"The 4 Hour Body: An Uncommon Guide to Rapid Fat Loss, Incredible Sex and Becoming Superhuman",Timothy Ferriss,Non Fiction,2011,2011,1,4.3,4587.0,4587.0,21.0,92,16,1,1,1,0,0,0
uninvited living loved when you feel less than left out and lonely,lysa terkeurst,"Uninvited: Living Loved When You Feel Less Than, Left Out, and Lonely",Lysa TerKeurst,Non Fiction,2016,2016,1,4.7,4585.0,4585.0,9.0,69,12,1,0,1,0,0,0
in the garden of beasts love terror and an american family in hitlers berlin,eric larson,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",Eric Larson,Non Fiction,2011,2011,1,4.4,4571.0,4571.0,21.0,80,14,1,0,1,0,0,0
olive kitteridge,elizabeth strout,Olive Kitteridge,Elizabeth Strout,Fiction,2009,2009,1,4.2,4519.0,4519.0,12.0,16,2,0,0,1,0,0,0
the lost hero heroes of olympus book 1,rick riordan,"The Lost Hero (Heroes of Olympus, Book 1)",Rick Riordan,Fiction,2010,2010,1,4.8,4506.0,4506.0,14.0,41,8,0,1,1,0,0,0
cabin fever diary of a wimpy kid book 6,jeff kinney,"Cabin Fever (Diary of a Wimpy Kid, Book 6)",Jeff Kinney,Fiction,2011,2011,1,4.8,4505.0,4505.0,0.0,42,9,0,1,1,0,0,0
fantastic beasts and where to find them the original screenplay harry potter,jk rowling,Fantastic Beasts and Where to Find Them: The Original Screenplay (Harry Potter),J.K. Rowling,Fiction,2016,2016,1,4.7,4370.0,4370.0,15.0,79,12,1,0,1,0,0,0
tools of titans the tactics routines and habits of billionaires icons and worldclass performers,timothy ferriss,"Tools of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers",Timothy Ferriss,Non Fiction,2017,2017,1,4.6,4360.0,4360.0,21.0,101,14,1,0,1,0,0,0
the son of neptune heroes of olympus book 2,rick riordan,"The Son of Neptune (Heroes of Olympus, Book 2)",Rick Riordan,Fiction,2011,2011,1,4.8,4290.0,4290.0,10.0,46,9,0,1,1,0,0,0
a stolen life a memoir,jaycee dugard,A Stolen Life: A Memoir,Jaycee Dugard,Non Fiction,2011,2011,1,4.6,4149.0,4149.0,32.0,23,5,1,0,1,0,0,0
happy happy happy my life and legacy as the duck commander,phil robertson,"Happy, Happy, Happy: My Life and Legacy as the Duck Commander",Phil Robertson,Non Fiction,2013,2013,1,4.8,4148.0,4148.0,11.0,61,11,1,0,1,0,0,0
the last lecture,randy pausch,The Last Lecture,Randy Pausch,Non Fiction,2009,2009,1,4.7,4028.0,4028.0,9.0,16,3,0,0,1,0,0,0
creative haven creative cats coloring book adult coloring,marjorie sarnat,Creative Haven Creative Cats Coloring Book (Adult Coloring),Marjorie Sarnat,Non Fiction,2015,2015,1,4.8,4022.0,4022.0,4.0,59,8,0,0,1,0,0,0
ship of fools how a selfish ruling class is bringing america to the brink of revolution,tucker carlson,Ship of Fools: How a Selfish Ruling Class Is Bringing America to the Brink of Revolution,Tucker Carlson,Non Fiction,2018,2018,1,4.8,3923.0,3923.0,16.0,88,16,1,0,1,0,0,0
creative haven owls coloring book adult coloring,marjorie sarnat,Creative Haven Owls Coloring Book (Adult Coloring),Marjorie Sarnat,Non Fiction,2015,2015,1,4.8,3871.0,3871.0,5.0,50,7,0,0,1,0,0,0
diary of a wimpy kid the last straw book 3,jeff kinney,Diary of a Wimpy Kid: The Last Straw (Book 3),Jeff Kinney,Fiction,2009,2009,1,4.8,3837.0,3837.0,15.0,45,10,1,1,1,0,0,0
rush revere and the first patriots timetravel adventures with exceptional americans 2,rush limbaugh,Rush Revere and the First Patriots: Time-Travel Adventures With Exceptional Americans (2),Rush Limbaugh,Fiction,2014,2014,1,4.9,3836.0,3836.0,12.0,89,12,1,1,1,0,0,0
watchmen,alan moore,Watchmen,Alan Moore,Fiction,2009,2009,1,4.8,3829.0,3829.0,42.0,8,1,0,0,1,0,0,0
liberty and tyranny a conservative manifesto,mark r levin,Liberty and Tyranny: A Conservative Manifesto,Mark R. Levin,Non Fiction,2009,2009,1,4.8,3828.0,3828.0,15.0,45,6,1,0,1,0,0,0
the twilight saga collection,stephenie meyer,The Twilight Saga Collection,Stephenie Meyer,Fiction,2009,2009,1,4.7,3801.0,3801.0,82.0,28,4,0,0,1,0,0,0
the ugly truth diary of a wimpy kid book 5,jeff kinney,"The Ugly Truth (Diary of a Wimpy Kid, Book 5)",Jeff Kinney,Fiction,2010,2010,1,4.8,3796.0,3796.0,12.0,45,10,0,1,1,0,0,0
homebody a guide to creating spaces you never want to leave,joanna gaines,Homebody: A Guide to Creating Spaces You Never Want to Leave,Joanna Gaines,Non Fiction,2018,2018,1,4.8,3776.0,3776.0,22.0,60,11,1,0,1,0,0,0
the paris wife a novel,paula mclain,The Paris Wife: A Novel,Paula McLain,Fiction,2011,2011,1,4.3,3759.0,3759.0,16.0,23,5,1,0,1,0,0,0
the time travelers wife,audrey niffenegger,The Time Traveler's Wife,Audrey Niffenegger,Fiction,2009,2009,1,4.4,3759.0,3759.0,6.0,24,4,0,0,1,0,0,0
born to run,bruce springsteen,Born to Run,Bruce Springsteen,Non Fiction,2016,2016,1,4.7,3729.0,3729.0,18.0,11,3,0,0,1,0,0,0
frozen little golden book,rh disney,Frozen (Little Golden Book),RH Disney,Fiction,2014,2014,1,4.7,3642.0,3642.0,0.0,27,4,0,0,1,0,0,0
sarahs key,tatiana de rosnay,Sarah's Key,Tatiana de Rosnay,Fiction,2010,2010,1,4.6,3619.0,3619.0,10.0,11,2,0,0,1,0,0,0
the plant paradox cookbook 100 delicious recipes to help you lose weight heal your gut and live lectinfree,dr steven r gundry md,"The Plant Paradox Cookbook: 100 Delicious Recipes to Help You Lose Weight, Heal Your Gut, and Live Lectin-Free",Dr. Steven R Gundry MD,Non Fiction,2018,2018,1,4.5,3601.0,3601.0,18.0,110,18,1,1,1,0,0,0
harry potter coloring book,scholastic,Harry Potter Coloring Book,Scholastic,Non Fiction,2015,2015,1,4.7,3564.0,3564.0,9.0,26,4,0,0,1,0,0,0
the big short inside the doomsday machine,michael lewis,The Big Short: Inside the Doomsday Machine,Michael Lewis,Non Fiction,2010,2010,1,4.7,3536.0,3536.0,17.0,42,7,1,0,1,0,0,0
the confession a novel,john grisham,The Confession: A Novel,John Grisham,Fiction,2010,2010,1,4.3,3523.0,3523.0,13.0,23,4,1,0,1,0,0,0
pokmon deluxe essential handbook the needtoknow stats and facts on over 700 pokmon,scholastic,Pokémon Deluxe Essential Handbook: The Need-to-Know Stats and Facts on Over 700 Pokémon,Scholastic,Fiction,2016,2016,1,4.7,3503.0,3503.0,9.0,87,13,1,1,1,0,0,0
the tipping point how little things can make a big difference,malcolm gladwell,The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,Non Fiction,2009,2009,1,4.4,3503.0,3503.0,9.0,62,11,1,0,1,0,0,0
the pioneer woman cooks dinnertime comfort classics freezer food 16minute meals and other delicious ways to solve,ree drummond,"The Pioneer Woman Cooks: Dinnertime - Comfort Classics, Freezer Food, 16-minute Meals, and Other Delicious Ways to Solve…",Ree Drummond,Non Fiction,2015,2015,1,4.8,3428.0,3428.0,14.0,121,18,1,1,1,0,0,0
redhanded how american elites get rich helping china win,peter schweizer,Red-Handed: How American Elites Get Rich Helping China Win,Peter Schweizer,Non Fiction,2022,2022,1,4.8,3366.0,3366.0,18.0,58,9,1,0,1,0,0,0
obama an intimate portrait,pete souza,Obama: An Intimate Portrait,Pete Souza,Non Fiction,2017,2017,1,4.9,3192.0,3192.0,22.0,27,4,1,0,1,0,0,0
dog days diary of a wimpy kid book 4 volume 4,jeff kinney,"Dog Days (Diary of a Wimpy Kid, Book 4) (Volume 4)",Jeff Kinney,Fiction,2009,2009,1,4.8,3181.0,3181.0,12.0,50,11,0,1,1,0,0,0
harry potter and the prisoner of azkaban the illustrated edition harry potter book 3,jk rowling,"Harry Potter and the Prisoner of Azkaban: The Illustrated Edition (Harry Potter, Book 3)",J.K. Rowling,Fiction,2017,2017,1,4.9,3146.0,3146.0,30.0,88,14,1,1,1,0,0,0
milk and vine inspirational quotes from classic vines,adam gasiewski,Milk and Vine: Inspirational Quotes From Classic Vines,Adam Gasiewski,Non Fiction,2017,2017,1,4.4,3113.0,3113.0,6.0,54,8,1,0,1,0,0,0
the great reset joe biden and the rise of twentyfirstcentury fascism,glenn beck,The Great Reset: Joe Biden and the Rise of Twenty-First-Century Fascism,Glenn Beck,Non Fiction,2022,2022,1,4.7,3098.0,3098.0,18.0,71,11,1,0,1,0,0,0
leonardo da vinci,walter isaacson,Leonardo da Vinci,Walter Isaacson,Non Fiction,2017,2017,1,4.5,3014.0,3014.0,21.0,17,3,0,0,1,0,0,0
adult coloring book stress relieving patterns,blue star coloring,Adult Coloring Book: Stress Relieving Patterns,Blue Star Coloring,Non Fiction,2015,2015,1,4.4,2951.0,2951.0,6.0,46,6,1,0,1,0,0,0
mastering the art of french cooking vol 2,julia child,"Mastering the Art of French Cooking, Vol. 2",Julia Child,Non Fiction,2009,2009,1,4.8,2926.0,2926.0,27.0,43,8,0,1,1,0,0,0
adult coloring book stress relieving animal designs,blue star coloring,Adult Coloring Book: Stress Relieving Animal Designs,Blue Star Coloring,Non Fiction,2015,2015,1,4.6,2925.0,2925.0,6.0,52,7,1,0,1,0,0,0
capital in the twenty first century,thomas piketty,Capital in the Twenty First Century,Thomas Piketty,Non Fiction,2014,2014,1,4.5,2884.0,2884.0,28.0,35,6,0,0,1,0,0,0
the pioneer woman cooks food from my frontier,ree drummond,The Pioneer Woman Cooks: Food from My Frontier,Ree Drummond,Non Fiction,2012,2012,1,4.8,2876.0,2876.0,21.0,46,8,1,0,1,0,0,0
call us what we carry poems,amanda gorman,Call Us What We Carry: Poems,Amanda Gorman,Fiction,2021,2021,1,4.9,2873.0,2873.0,14.0,28,6,1,0,1,0,0,0
humans of new york stories,brandon stanton,Humans of New York : Stories,Brandon Stanton,Non Fiction,2015,2015,1,4.9,2812.0,2812.0,17.0,28,6,1,0,1,0,0,0
the constitution of the united states,delegates of the constitutional,The Constitution of the United States,Delegates of the Constitutional,Non Fiction,2016,2016,1,4.8,2774.0,2774.0,0.0,37,6,0,0,1,0,0,0
life,keith richards,Life,Keith Richards,Non Fiction,2010,2010,1,4.5,2752.0,2752.0,18.0,4,1,0,0,1,0,0,0
the mueller report,the washington post,The Mueller Report,The Washington Post,Non Fiction,2019,2019,1,4.6,2744.0,2744.0,12.0,18,3,0,0,1,0,0,0
the pioneer woman cooks a year of holidays 140 stepbystep recipes for simple scrumptious celebrations,ree drummond,"The Pioneer Woman Cooks: A Year of Holidays: 140 Step-by-Step Recipes for Simple, Scrumptious Celebrations",Ree Drummond,Non Fiction,2013,2013,1,4.8,2663.0,2663.0,17.0,106,15,1,1,1,0,0,0
ultimate sticker book frozen more than 60 reusable fullcolor stickers,dk,Ultimate Sticker Book: Frozen: More Than 60 Reusable Full-Color Stickers,DK,Fiction,2014,2014,1,4.5,2586.0,2586.0,5.0,72,10,1,1,1,0,0,0
the amateur,edward klein,The Amateur,Edward Klein,Non Fiction,2012,2012,1,4.6,2580.0,2580.0,9.0,11,2,0,0,1,0,0,0
drive the surprising truth about what motivates us,daniel h pink,Drive: The Surprising Truth About What Motivates Us,Daniel H. Pink,Non Fiction,2010,2010,1,4.5,2525.0,2525.0,16.0,51,8,1,0,1,0,0,0
kitchen confidential updated edition adventures in the culinary underbelly ps,anthony bourdain,Kitchen Confidential Updated Edition: Adventures in the Culinary Underbelly (P.S.),Anthony Bourdain,Non Fiction,2018,2018,1,4.8,2507.0,2507.0,8.0,82,10,1,0,1,0,0,0
maus i a survivors tale my father bleeds history,art spiegelman,Maus I: A Survivor's Tale: My Father Bleeds History,Art Spiegelman,Fiction,2022,2022,1,4.7,2438.0,2438.0,14.0,51,9,1,0,1,0,0,0
adult coloring books a coloring book for adults featuring mandalas and henna inspired flowers animals and paisley,coloring books for adults,"Adult Coloring Books: A Coloring Book for Adults Featuring Mandalas and Henna Inspired Flowers, Animals, and Paisley…",Coloring Books for Adults,Non Fiction,2015,2015,1,4.5,2426.0,2426.0,8.0,117,17,1,0,1,0,0,0
the 17 day diet a doctors plan designed for rapid results,mike moreno,The 17 Day Diet: A Doctor's Plan Designed for Rapid Results,Mike Moreno,Non Fiction,2011,2011,1,4.3,2314.0,2314.0,22.0,59,11,1,1,1,0,0,0
adult coloring book designs stress relief coloring book garden designs mandalas animals and paisley patterns,adult coloring book designs,"Adult Coloring Book Designs: Stress Relief Coloring Book: Garden Designs, Mandalas, Animals, and Paisley Patterns",Adult Coloring Book Designs,Non Fiction,2016,2016,1,4.5,2313.0,2313.0,4.0,113,15,1,0,1,0,0,0
towers of midnight wheel of time book thirteen,robert jordan,"Towers of Midnight (Wheel of Time, Book Thirteen)",Robert Jordan,Fiction,2010,2010,1,4.8,2282.0,2282.0,21.0,49,8,0,0,1,0,0,0
shred the revolutionary diet 6 weeks 4 inches 2 sizes,ian k smith md,Shred: The Revolutionary Diet: 6 Weeks 4 Inches 2 Sizes,Ian K. Smith M.D.,Non Fiction,2013,2013,1,4.1,2272.0,2272.0,6.0,55,10,1,1,1,0,0,0
the red pyramid the kane chronicles book 1,rick riordan,"The Red Pyramid (The Kane Chronicles, Book 1)",Rick Riordan,Fiction,2010,2010,1,4.6,2186.0,2186.0,12.0,45,8,0,1,1,0,0,0
decision points,george w bush,Decision Points,George W. Bush,Non Fiction,2010,2010,1,4.6,2137.0,2137.0,17.0,15,2,0,0,1,0,0,0
dover creative haven art nouveau animal designs coloring book creative haven coloring books,marty noble,Dover Creative Haven Art Nouveau Animal Designs Coloring Book (Creative Haven Coloring Books),Marty Noble,Non Fiction,2015,2015,1,4.6,2134.0,2134.0,5.0,93,13,0,0,1,0,0,0
the short second life of bree tanner an eclipse novella the twilight saga,stephenie meyer,The Short Second Life of Bree Tanner: An Eclipse Novella (The Twilight Saga),Stephenie Meyer,Fiction,2010,2010,1,4.6,2122.0,2122.0,0.0,76,13,1,0,1,0,0,0
dead reckoning sookie stackhousetrue blood book 11,charlaine harris,"Dead Reckoning (Sookie Stackhouse/True Blood, Book 11)",Charlaine Harris,Fiction,2011,2011,1,4.2,2094.0,2094.0,4.0,54,7,0,1,1,0,0,0
the serpents shadow the kane chronicles book 3,rick riordan,"The Serpent's Shadow (The Kane Chronicles, Book 3)",Rick Riordan,Fiction,2012,2012,1,4.8,2091.0,2091.0,12.0,50,8,0,1,1,0,0,0
112263 a novel,stephen king,11/22/63: A Novel,Stephen King,Fiction,2011,2011,1,4.6,2052.0,2052.0,22.0,17,3,1,1,1,0,0,0
the dukan diet 2 steps to lose the weight 2 steps to keep it off forever,pierre dukan,"The Dukan Diet: 2 Steps to Lose the Weight, 2 Steps to Keep It Off Forever",Pierre Dukan,Non Fiction,2011,2011,1,4.1,2023.0,2023.0,15.0,74,16,1,1,1,0,0,0
have a little faith a true story,mitch albom,Have a Little Faith: A True Story,Mitch Albom,Non Fiction,2009,2009,1,4.8,1930.0,1930.0,4.0,33,7,1,0,1,0,0,0
dead in the family sookie stackhousetrue blood book 10,charlaine harris,"Dead in the Family (Sookie Stackhouse/True Blood, Book 10)",Charlaine Harris,Fiction,2010,2010,1,4.3,1924.0,1924.0,8.0,58,9,0,1,1,0,0,0
balance angies extreme stress menders,angie grace,Balance (Angie's Extreme Stress Menders),Angie Grace,Non Fiction,2015,2015,1,4.6,1909.0,1909.0,11.0,40,5,0,0,1,0,0,0
switch how to change things when change is hard,chip heath,Switch: How to Change Things When Change Is Hard,Chip Heath,Non Fiction,2010,2010,1,4.6,1907.0,1907.0,13.0,48,9,1,0,1,0,0,0
thomas jefferson the art of power,jon meacham,Thomas Jefferson: The Art of Power,Jon Meacham,Non Fiction,2012,2012,1,4.5,1904.0,1904.0,23.0,34,6,1,0,1,0,0,0
little blue truck,alice schertle,Little Blue Truck,Alice Schertle,Fiction,2014,2014,1,4.9,1884.0,1884.0,0.0,17,3,0,0,1,0,0,0
what pet should i get classic seuss,dr seuss,What Pet Should I Get? (Classic Seuss),Dr. Seuss,Fiction,2015,2015,1,4.7,1873.0,1873.0,14.0,38,7,0,0,1,0,0,0
the elegance of the hedgehog,muriel barbery,The Elegance of the Hedgehog,Muriel Barbery,Fiction,2009,2009,1,4.0,1859.0,1859.0,11.0,28,5,0,0,1,0,0,0
option b facing adversity building resilience and finding joy,sheryl sandberg,"Option B: Facing Adversity, Building Resilience, and Finding Joy",Sheryl Sandberg,Non Fiction,2017,2017,1,4.5,1831.0,1831.0,9.0,64,9,1,0,1,0,0,0
the blood sugar solution the ultrahealthy program for losing weight preventing disease and feeling great now,mark hyman md,"The Blood Sugar Solution: The UltraHealthy Program for Losing Weight, Preventing Disease, and Feeling Great Now!",Mark Hyman M.D.,Non Fiction,2012,2012,1,4.2,1789.0,1789.0,14.0,112,16,1,0,1,0,0,0
principles for dealing with the changing world order why nations succeed and fail,ray dalio,Principles for Dealing with the Changing World Order: Why Nations Succeed and Fail,Ray Dalio,Non Fiction,2022,2022,1,4.5,1685.0,1685.0,21.0,82,13,1,0,1,0,0,0
the 5000 year leap,w cleon skousen,The 5000 Year Leap,W. Cleon Skousen,Non Fiction,2009,2009,1,4.8,1680.0,1680.0,12.0,18,4,0,1,1,0,0,0
the love dare,stephen kendrick,The Love Dare,Stephen Kendrick,Non Fiction,2009,2009,1,4.8,1655.0,1655.0,13.0,13,3,0,0,1,0,0,0
delivering happiness a path to profits passion and purpose,tony hsieh,"Delivering Happiness: A Path to Profits, Passion, and Purpose",Tony Hsieh,Non Fiction,2010,2010,1,4.6,1651.0,1651.0,15.0,61,9,1,0,1,0,0,0
love wins a book about heaven hell and the fate of every person who ever lived,rob bell,"Love Wins: A Book About Heaven, Hell, and the Fate of Every Person Who Ever Lived",Rob Bell,Non Fiction,2011,2011,1,4.2,1649.0,1649.0,13.0,81,16,1,0,1,0,0,0
going rogue an american life,sarah palin,Going Rogue: An American Life,Sarah Palin,Non Fiction,2009,2009,1,4.6,1636.0,1636.0,6.0,29,5,1,0,1,0,0,0
super freakonomics global cooling patriotic prostitutes and why suicide bombers should buy life insurance,steven d levitt,"Super Freakonomics: Global Cooling, Patriotic Prostitutes, and Why Suicide Bombers Should Buy Life Insurance",Steven D. Levitt,Non Fiction,2009,2009,1,4.5,1583.0,1583.0,18.0,108,14,1,0,1,0,0,0
food rules an eaters manual,michael pollan,Food Rules: An Eater's Manual,Michael Pollan,Non Fiction,2010,2010,1,4.4,1555.0,1555.0,9.0,29,5,1,0,1,0,0,0
dead and gone a sookie stackhouse novel sookie stackhousetrue blood,charlaine harris,Dead And Gone: A Sookie Stackhouse Novel (Sookie Stackhouse/True Blood),Charlaine Harris,Fiction,2009,2009,1,4.6,1541.0,1541.0,4.0,71,10,1,0,1,0,0,0
little bee a novel,chris cleave,Little Bee: A Novel,Chris Cleave,Fiction,2010,2010,1,4.1,1467.0,1467.0,10.0,19,4,1,0,1,0,0,0
the throne of fire the kane chronicles book 2,rick riordan,"The Throne of Fire (The Kane Chronicles, Book 2)",Rick Riordan,Fiction,2011,2011,1,4.7,1463.0,1463.0,10.0,48,9,0,1,1,0,0,0
make it ahead a barefoot contessa cookbook,ina garten,Make It Ahead: A Barefoot Contessa Cookbook,Ina Garten,Non Fiction,2014,2014,1,4.5,1386.0,1386.0,20.0,43,7,1,0,1,0,0,0
glenn becks common sense the case against an outofcontrol government inspired by thomas paine,glenn beck,"Glenn Beck's Common Sense: The Case Against an Out-of-Control Government, Inspired by Thomas Paine",Glenn Beck,Non Fiction,2009,2009,1,4.6,1365.0,1365.0,11.0,98,14,1,0,1,0,0,0
daring greatly how the courage to be vulnerable transforms the way we live love parent and lead,brene brown,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",Brené Brown,Non Fiction,2013,2013,1,4.8,1329.0,1329.0,10.0,99,17,1,0,1,0,0,0
i alex cross,james patterson,"I, Alex Cross",James Patterson,Fiction,2009,2009,1,4.6,1320.0,1320.0,7.0,13,3,0,0,1,0,0,0
