title_key,author_key,year,title,author,amazon_rating,amazon_reviews,price,genre,title_length,title_word_count,has_colon,has_number,review_log,review_level,rating_level
ready player one a novel,ernest cline,2018,Ready Player One: A Novel,Ernest Cline,4.6,22536.0,12.0,Fiction,25,5,1,0,10.022913682018666,high,high
redhanded how american elites get rich helping china win,peter schweizer,2022,Red-Handed: How American Elites Get Rich Helping China Win,Peter Schweizer,4.8,3366.0,18.0,Non Fiction,58,9,1,0,8.121777419161074,low,high
reminders of him a novel,colleen hoover,2022,Reminders of Him: A Novel,Colleen Hoover,4.7,56049.0,13.0,Fiction,25,5,1,0,10.933999428500305,high,high
rich dad poor dad what the rich teach their kids about money that the poor and middle class do not,robert t kiyosaki,2021,Rich Dad Poor Dad: What the Rich Teach Their Kids About Money That the Poor and Middle Class Do Not!,Robert T. Kiyosaki,4.7,71078.0,13.0,Non Fiction,100,20,1,0,11.171547213514586,high,high
rich dad poor dad what the rich teach their kids about money that the poor and middle class do not,robert t kiyosaki,2022,Rich Dad Poor Dad: What the Rich Teach Their Kids About Money That the Poor and Middle Class Do Not!,Robert T. Kiyosaki,4.7,71078.0,7.0,Non Fiction,100,20,1,0,11.171547213514586,high,high
run rose run a novel,james patterson,2022,"Run, Rose, Run: A Novel",James Patterson,4.5,4828.0,18.0,Fiction,23,5,1,0,8.482394685873542,low,normal
rush revere and the brave pilgrims timetravel adventures with exceptional americans 1,rush limbaugh,2013,Rush Revere and the Brave Pilgrims: Time-Travel Adventures with Exceptional Americans (1),Rush Limbaugh,4.9,7150.0,12.0,Fiction,89,12,1,1,8.875007486048396,middle,very_high
rush revere and the first patriots timetravel adventures with exceptional americans 2,rush limbaugh,2014,Rush Revere and the First Patriots: Time-Travel Adventures With Exceptional Americans (2),Rush Limbaugh,4.9,3836.0,12.0,Fiction,89,12,1,1,8.252446090246952,low,very_high
salt fat acid heat mastering the elements of good cooking,samin nosrat,2018,"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",Samin Nosrat,4.8,7802.0,20.0,Non Fiction,61,10,1,0,8.962263554116761,middle,high
salt fat acid heat mastering the elements of good cooking,samin nosrat,2019,"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",Samin Nosrat,4.8,7802.0,20.0,Non Fiction,61,10,1,0,8.962263554116761,middle,high
sarahs key,tatiana de rosnay,2010,Sarah's Key,Tatiana de Rosnay,4.6,3619.0,10.0,Fiction,11,2,0,0,8.194229304819817,low,high
school zone big preschool workbook 320 pages ages 3 to 5 colors shapes numbers early math alphabet prewriting phonics following directions and more school zone big workbook series,school zone,2020,"School Zone - Big Preschool Workbook - 320 Pages, Ages 3 to 5, Colors, Shapes, Numbers, Early Math, Alphabet, Pre-Writing, Phonics, Following Directions, and More (School Zone Big Workbook Series)",School Zone,4.8,60501.0,6.0,Non Fiction,196,30,0,1,11.010431701323773,high,high
school zone big preschool workbook 320 pages ages 3 to 5 colors shapes numbers early math alphabet prewriting phonics following directions and more school zone big workbook series,school zone,2021,"School Zone - Big Preschool Workbook - 320 Pages, Ages 3 to 5, Colors, Shapes, Numbers, Early Math, Alphabet, Pre-Writing, Phonics, Following Directions, and More (School Zone Big Workbook Series)",School Zone,4.8,60501.0,6.0,Non Fiction,196,30,0,1,11.010431701323773,high,high
school zone big preschool workbook 320 pages ages 3 to 5 colors shapes numbers early math alphabet prewriting phonics following directions and more school zone big workbook series,school zone,2022,"School Zone - Big Preschool Workbook - 320 Pages, Ages 3 to 5, Colors, Shapes, Numbers, Early Math, Alphabet, Pre-Writing, Phonics, Following Directions, and More (School Zone Big Workbook Series)",School Zone,4.8,60501.0,6.0,Non Fiction,196,30,0,1,11.010431701323773,high,high
school zone big preschool workbook ages 4 and up colors shapes numbers 110 alphabet prewriting prereading,school zone,2018,"School Zone - Big Preschool Workbook - Ages 4 and Up, Colors, Shapes, Numbers 1-10, Alphabet, Pre-Writing, Pre-Reading…",School Zone,4.8,23047.0,6.0,Non Fiction,119,18,0,1,10.045334276764365,high,high
school zone big preschool workbook ages 4 and up colors shapes numbers 110 alphabet prewriting prereading,school zone,2019,"School Zone - Big Preschool Workbook - Ages 4 and Up, Colors, Shapes, Numbers 1-10, Alphabet, Pre-Writing, Pre-Reading…",School Zone,4.8,23047.0,6.0,Non Fiction,119,18,0,1,10.045334276764365,high,high
secret garden an inky treasure hunt and coloring book for adults mindfulness coloring,johanna basford,2015,"Secret Garden: An Inky Treasure Hunt and Coloring Book (For Adults, mindfulness coloring)",Johanna Basford,4.7,9366.0,9.0,Non Fiction,89,13,1,0,9.14494815320913,middle,high
selflove workbook for women release selfdoubt build selfcompassion and embrace who you are selfhelp workbooks for women,megan logan msw lcsw,2021,"Self-Love Workbook for Women: Release Self-Doubt, Build Self-Compassion, and Embrace Who You Are (Self-Help Workbooks for Women)",Megan Logan MSW LCSW,4.7,11921.0,10.0,Non Fiction,128,17,1,0,9.386140711779872,middle,high
ship of fools how a selfish ruling class is bringing america to the brink of revolution,tucker carlson,2018,Ship of Fools: How a Selfish Ruling Class Is Bringing America to the Brink of Revolution,Tucker Carlson,4.8,3923.0,16.0,Non Fiction,88,16,1,0,8.274866820685254,low,high
shred the revolutionary diet 6 weeks 4 inches 2 sizes,ian k smith md,2013,Shred: The Revolutionary Diet: 6 Weeks 4 Inches 2 Sizes,Ian K. Smith M.D.,4.1,2272.0,6.0,Non Fiction,55,10,1,1,7.728855823852543,low,normal
sht my dad says,justin halpern,2010,Sh*t My Dad Says,Justin Halpern,4.7,1265.0,11.0,Non Fiction,16,4,0,0,7.143617602704121,low,high
sookie stackhouse,charlaine harris,2009,Sookie Stackhouse,Charlaine Harris,4.7,973.0,25.0,Fiction,17,2,0,0,6.881411303642535,low,high
soul healing miracles ancient and new sacred wisdom knowledge and practical techniques for healing the spiritual,zhi gang sha,2013,"Soul Healing Miracles: Ancient and New Sacred Wisdom, Knowledge, and Practical Techniques for Healing the Spiritual…",Zhi Gang Sha,4.6,220.0,17.0,Non Fiction,116,16,1,0,5.3981627015177525,low,high
steve jobs,walter isaacson,2011,Steve Jobs,Walter Isaacson,4.6,7827.0,20.0,Non Fiction,10,2,0,0,8.965462328515967,middle,high
steve jobs,walter isaacson,2012,Steve Jobs,Walter Isaacson,4.6,7827.0,20.0,Non Fiction,10,2,0,0,8.965462328515967,middle,high
strange planet strange planet series,nathan w pyle,2019,Strange Planet (Strange Planet Series),Nathan W. Pyle,4.9,9382.0,6.0,Fiction,38,5,0,0,9.146654820290049,middle,very_high
strengthsfinder 20,gallup,2009,StrengthsFinder 2.0,Gallup,4.0,5069.0,17.0,Non Fiction,19,2,0,1,8.531096096585228,low,normal
strengthsfinder 20,gallup,2010,StrengthsFinder 2.0,Gallup,4.0,5069.0,17.0,Non Fiction,19,2,0,1,8.531096096585228,low,normal
strengthsfinder 20,gallup,2011,StrengthsFinder 2.0,Gallup,4.0,5069.0,17.0,Non Fiction,19,2,0,1,8.531096096585228,low,normal
strengthsfinder 20,gallup,2012,StrengthsFinder 2.0,Gallup,4.0,5069.0,17.0,Non Fiction,19,2,0,1,8.531096096585228,low,normal
strengthsfinder 20,gallup,2013,StrengthsFinder 2.0,Gallup,4.0,5069.0,17.0,Non Fiction,19,2,0,1,8.531096096585228,low,normal
strengthsfinder 20,gallup,2014,StrengthsFinder 2.0,Gallup,4.0,5069.0,17.0,Non Fiction,19,2,0,1,8.531096096585228,low,normal
strengthsfinder 20,gallup,2015,StrengthsFinder 2.0,Gallup,4.0,5069.0,17.0,Non Fiction,19,2,0,1,8.531096096585228,low,normal
strengthsfinder 20,gallup,2016,StrengthsFinder 2.0,Gallup,4.0,5069.0,17.0,Non Fiction,19,2,0,1,8.531096096585228,low,normal
strengthsfinder 20,gallup,2017,StrengthsFinder 2.0,Gallup,4.0,5069.0,17.0,Non Fiction,19,2,0,1,8.531096096585228,low,normal
super freakonomics global cooling patriotic prostitutes and why suicide bombers should buy life insurance,steven d levitt,2009,"Super Freakonomics: Global Cooling, Patriotic Prostitutes, and Why Suicide Bombers Should Buy Life Insurance",Steven D. Levitt,4.5,1583.0,18.0,Non Fiction,108,14,1,0,7.367708572374371,low,normal
switch how to change things when change is hard,chip heath,2010,Switch: How to Change Things When Change Is Hard,Chip Heath,4.6,1907.0,13.0,Non Fiction,48,9,1,0,7.553810852008231,low,high
sycamore row jake brigance,john grisham,2013,Sycamore Row (Jake Brigance),John Grisham,4.5,23114.0,18.0,Fiction,28,4,0,0,10.048237036422325,high,normal
teach like a champion 49 techniques that put students on the path to college,doug lemov,2010,Teach Like a Champion: 49 Techniques that Put Students on the Path to College,Doug Lemov,4.4,637.0,20.0,Non Fiction,77,14,1,1,6.45833828334479,low,normal
teach like a champion 49 techniques that put students on the path to college,doug lemov,2011,Teach Like a Champion: 49 Techniques that Put Students on the Path to College,Doug Lemov,4.4,637.0,20.0,Non Fiction,77,14,1,1,6.45833828334479,low,normal
the 1619 project a new origin story,nikole hannahjones,2022,The 1619 Project: A New Origin Story,Nikole Hannah-Jones,4.8,6657.0,23.0,Non Fiction,36,7,1,1,8.80357441813497,middle,high
the 17 day diet a doctors plan designed for rapid results,mike moreno,2011,The 17 Day Diet: A Doctor's Plan Designed for Rapid Results,Mike Moreno,4.3,2314.0,22.0,Non Fiction,59,11,1,1,7.747164966520335,low,normal
the 4 hour body an uncommon guide to rapid fat loss incredible sex and becoming superhuman,timothy ferriss,2011,"The 4 Hour Body: An Uncommon Guide to Rapid Fat Loss, Incredible Sex and Becoming Superhuman",Timothy Ferriss,4.3,4587.0,21.0,Non Fiction,92,16,1,1,8.431199478249262,low,normal
the 48 laws of power,robert greene,2021,The 48 Laws of Power,Robert Greene,4.7,38568.0,12.0,Non Fiction,20,5,0,1,10.560204123979984,high,high
the 48 laws of power,robert greene,2022,The 48 Laws of Power,Robert Greene,4.7,38568.0,12.0,Non Fiction,20,5,0,1,10.560204123979984,high,high
the 5 love languages the secret to love that lasts,gary chapman,2010,The 5 Love Languages: The Secret to Love That Lasts,Gary Chapman,4.7,3477.0,28.0,Non Fiction,51,10,1,1,8.154212694914229,low,high
the 5 love languages the secret to love that lasts,gary chapman,2011,The 5 Love Languages: The Secret to Love That Lasts,Gary Chapman,4.7,3477.0,28.0,Non Fiction,51,10,1,1,8.154212694914229,low,high
the 5 love languages the secret to love that lasts,gary chapman,2012,The 5 Love Languages: The Secret to Love That Lasts,Gary Chapman,4.7,3477.0,28.0,Non Fiction,51,10,1,1,8.154212694914229,low,high
the 5 love languages the secret to love that lasts,gary chapman,2013,The 5 Love Languages: The Secret to Love That Lasts,Gary Chapman,4.7,3477.0,28.0,Non Fiction,51,10,1,1,8.154212694914229,low,high
the 5 love languages the secret to love that lasts,gary chapman,2014,The 5 Love Languages: The Secret to Love That Lasts,Gary Chapman,4.7,3477.0,28.0,Non Fiction,51,10,1,1,8.154212694914229,low,high
the 5 love languages the secret to love that lasts,gary chapman,2015,The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,25554.0,8.0,Non Fiction,51,10,1,1,10.14858827120238,high,high
the 5 love languages the secret to love that lasts,gary chapman,2016,The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,25554.0,8.0,Non Fiction,51,10,1,1,10.14858827120238,high,high
the 5 love languages the secret to love that lasts,gary chapman,2017,The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,25554.0,8.0,Non Fiction,51,10,1,1,10.14858827120238,high,high
the 5 love languages the secret to love that lasts,gary chapman,2018,The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,25554.0,8.0,Non Fiction,51,10,1,1,10.14858827120238,high,high
the 5 love languages the secret to love that lasts,gary chapman,2019,The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,25554.0,8.0,Non Fiction,51,10,1,1,10.14858827120238,high,high
the 5 love languages the secret to love that lasts,gary chapman,2020,The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,62463.0,8.0,Non Fiction,51,10,1,1,11.042345669772764,high,high
the 5 love languages the secret to love that lasts,gary chapman,2021,The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,62463.0,8.0,Non Fiction,51,10,1,1,11.042345669772764,high,high
the 5 love languages the secret to love that lasts,gary chapman,2022,The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,62462.0,8.0,Non Fiction,51,10,1,1,11.042329660423304,high,high
the 5000 year leap,w cleon skousen,2009,The 5000 Year Leap,W. Cleon Skousen,4.8,1680.0,12.0,Non Fiction,18,4,0,1,7.427144133408616,low,high
the 7 habits of highly effective people powerful lessons in personal change,stephen r covey,2009,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.6,9325.0,24.0,Non Fiction,76,12,1,1,9.140561477368266,middle,high
the 7 habits of highly effective people powerful lessons in personal change,stephen r covey,2011,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.6,9325.0,24.0,Non Fiction,76,12,1,1,9.140561477368266,middle,high
the 7 habits of highly effective people powerful lessons in personal change,stephen r covey,2012,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.6,9325.0,24.0,Non Fiction,76,12,1,1,9.140561477368266,middle,high
the 7 habits of highly effective people powerful lessons in personal change,stephen r covey,2013,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.6,9325.0,24.0,Non Fiction,76,12,1,1,9.140561477368266,middle,high
the 7 habits of highly effective people powerful lessons in personal change,stephen r covey,2015,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.7,4725.0,16.0,Non Fiction,76,12,1,1,8.460834457746854,low,high
the 7 habits of highly effective people powerful lessons in personal change,stephen r covey,2016,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.7,4725.0,16.0,Non Fiction,76,12,1,1,8.460834457746854,low,high
the 7 habits of highly effective people powerful lessons in personal change,stephen r covey,2017,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.7,4725.0,16.0,Non Fiction,76,12,1,1,8.460834457746854,low,high
the alchemist,paulo coelho,2014,The Alchemist,Paulo Coelho,4.7,35799.0,39.0,Fiction,13,2,0,0,10.485703172388792,high,high
the alchemist 25th anniversary a fable about following your dream,paulo coelho,2021,"The Alchemist, 25th Anniversary: A Fable About Following Your Dream",Paulo Coelho,4.7,71252.0,9.0,Fiction,67,10,1,1,11.173992202507653,high,high
the alchemist 25th anniversary a fable about following your dream,paulo coelho,2022,"The Alchemist, 25th Anniversary: A Fable About Following Your Dream",Paulo Coelho,4.7,71252.0,9.0,Fiction,67,10,1,1,11.173992202507653,high,high
the amateur,edward klein,2012,The Amateur,Edward Klein,4.6,2580.0,9.0,Non Fiction,11,2,0,0,7.855932199718614,low,high
the art of racing in the rain a novel,garth stein,2010,The Art of Racing in the Rain: A Novel,Garth Stein,4.7,11813.0,10.0,Fiction,38,9,1,0,9.37704054786718,middle,high
the art of racing in the rain a novel,garth stein,2011,The Art of Racing in the Rain: A Novel,Garth Stein,4.7,11813.0,10.0,Fiction,38,9,1,0,9.37704054786718,middle,high
the ballad of songbirds and snakes a hunger games novel,suzanne collins,2020,The Ballad of Songbirds and Snakes (A Hunger Games Novel),Suzanne Collins,4.7,43745.0,14.0,Fiction,57,10,0,0,10.686155459034484,high,high
the big book of silly jokes for kids,carole p roman,2020,The Big Book of Silly Jokes for Kids,Carole P. Roman,4.7,18142.0,6.0,Non Fiction,36,8,0,0,9.806040090370162,middle,high
the big short inside the doomsday machine,michael lewis,2010,The Big Short: Inside the Doomsday Machine,Michael Lewis,4.7,3536.0,17.0,Non Fiction,42,7,1,0,8.17103418920548,low,high
the blood of olympus the heroes of olympus 5,rick riordan,2014,The Blood of Olympus (The Heroes of Olympus (5)),Rick Riordan,4.8,6600.0,11.0,Fiction,48,9,0,1,8.79497643168877,middle,high
the blood sugar solution the ultrahealthy program for losing weight preventing disease and feeling great now,mark hyman md,2012,"The Blood Sugar Solution: The UltraHealthy Program for Losing Weight, Preventing Disease, and Feeling Great Now!",Mark Hyman M.D.,4.2,1789.0,14.0,Non Fiction,112,16,1,0,7.489970898834801,low,normal
the body keeps the score brain mind and body in the healing of trauma,bessel van der kolk md,2019,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Bessel van der Kolk M.D.,4.8,12361.0,12.0,Non Fiction,72,14,1,0,9.422382530219219,middle,high
the body keeps the score brain mind and body in the healing of trauma,bessel van der kolk md,2020,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Bessel van der Kolk M.D.,4.8,44642.0,11.0,Non Fiction,72,14,1,0,10.70645279909816,high,high
the body keeps the score brain mind and body in the healing of trauma,bessel van der kolk md,2021,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Bessel van der Kolk M.D.,4.8,44642.0,11.0,Non Fiction,72,14,1,0,10.70645279909816,high,high
the body keeps the score brain mind and body in the healing of trauma,bessel van der kolk md,2022,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Bessel van der Kolk M.D.,4.8,44642.0,11.0,Non Fiction,72,14,1,0,10.70645279909816,high,high
the book of basketball the nba according to the sports guy,bill simmons,2009,The Book of Basketball: The NBA According to The Sports Guy,Bill Simmons,4.7,858.0,53.0,Non Fiction,59,11,1,0,6.755768921984255,low,high
the book thief,markus zusak,2013,The Book Thief,Markus Zusak,4.6,23148.0,6.0,Fiction,14,3,0,0,10.049706862037105,high,high
the book thief,markus zusak,2014,The Book Thief,Markus Zusak,4.6,23148.0,6.0,Fiction,14,3,0,0,10.049706862037105,high,high
the book with no pictures,b j novak,2014,The Book with No Pictures,B. J. Novak,4.8,8081.0,8.0,Fiction,25,5,0,0,8.997394645638419,middle,high
the book with no pictures,b j novak,2015,The Book with No Pictures,B. J. Novak,4.8,8081.0,8.0,Fiction,25,5,0,0,8.997394645638419,middle,high
the boy the mole the fox and the horse,charlie mackesy,2020,"The Boy, the Mole, the Fox and the Horse",Charlie Mackesy,4.8,93749.0,10.0,Fiction,40,9,0,0,11.448386943832658,high,high
the boy the mole the fox and the horse,charlie mackesy,2021,"The Boy, the Mole, the Fox and the Horse",Charlie Mackesy,4.8,93749.0,10.0,Fiction,40,9,0,0,11.448386943832658,high,high
the boy the mole the fox and the horse,charlie mackesy,2022,"The Boy, the Mole, the Fox and the Horse",Charlie Mackesy,4.8,93749.0,10.0,Fiction,40,9,0,0,11.448386943832658,high,high
the boys in the boat nine americans and their epic quest for gold at the 1936 berlin olympics,daniel james brown,2014,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown,4.8,23358.0,12.0,Non Fiction,94,18,1,1,10.058737627806687,high,high
the boys in the boat nine americans and their epic quest for gold at the 1936 berlin olympics,daniel james brown,2015,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown,4.8,23358.0,12.0,Non Fiction,94,18,1,1,10.058737627806687,high,high
the casual vacancy,jk rowling,2012,The Casual Vacancy,J.K. Rowling,3.3,9372.0,12.0,Fiction,18,3,0,0,9.145588494746486,middle,normal
the china study the most comprehensive study of nutrition ever conducted and the startling implications for diet,thomas campbell,2011,The China Study: The Most Comprehensive Study of Nutrition Ever Conducted And the Startling Implications for Diet…,Thomas Campbell,4.7,4633.0,21.0,Non Fiction,114,17,1,0,8.441175704992322,low,high
the complete ketogenic diet for beginners your essential guide to living the keto lifestyle,amy ramos,2018,The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle,Amy Ramos,4.3,13061.0,6.0,Non Fiction,92,14,1,0,9.477462530462603,middle,normal
the complete ketogenic diet for beginners your essential guide to living the keto lifestyle,amy ramos,2019,The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle,Amy Ramos,4.3,13061.0,6.0,Non Fiction,92,14,1,0,9.477462530462603,middle,normal
the complete maus a survivors tale pantheon graphic library,art spiegelman,2022,The Complete Maus: A Survivor's Tale (Pantheon Graphic Library),Art Spiegelman,4.8,5349.0,32.0,Fiction,63,9,1,0,8.584851839890053,low,high
the confession a novel,john grisham,2010,The Confession: A Novel,John Grisham,4.3,3523.0,13.0,Fiction,23,4,1,0,8.16735198705607,low,normal
the constitution of the united states,delegates of the constitutional,2016,The Constitution of the United States,Delegates of the Constitutional,4.8,2774.0,0.0,Non Fiction,37,6,0,0,7.928406026180535,low,high
the daily show with jon stewart presents earth the book a visitors guide to the human race,jon stewart,2010,The Daily Show with Jon Stewart Presents Earth (The Book): A Visitor's Guide to the Human Race,Jon Stewart,4.4,440.0,11.0,Non Fiction,94,17,1,0,6.089044875446846,low,normal
the day the crayons quit,drew daywalt,2013,The Day the Crayons Quit,Drew Daywalt,4.8,8922.0,9.0,Fiction,24,5,0,0,9.09638749190015,middle,high
the day the crayons quit,drew daywalt,2014,The Day the Crayons Quit,Drew Daywalt,4.8,8922.0,9.0,Fiction,24,5,0,0,9.09638749190015,middle,high
the day the crayons quit,drew daywalt,2015,The Day the Crayons Quit,Drew Daywalt,4.8,8922.0,9.0,Fiction,24,5,0,0,9.09638749190015,middle,high
the deep end diary of a wimpy kid book 15,jeff kinney,2020,The Deep End (Diary of a Wimpy Kid Book 15),Jeff Kinney,4.9,38674.0,7.0,Fiction,43,10,0,1,10.562948675441266,high,very_high
the dukan diet 2 steps to lose the weight 2 steps to keep it off forever,pierre dukan,2011,"The Dukan Diet: 2 Steps to Lose the Weight, 2 Steps to Keep It Off Forever",Pierre Dukan,4.1,2023.0,15.0,Non Fiction,74,16,1,1,7.6128310304073565,low,normal
the elegance of the hedgehog,muriel barbery,2009,The Elegance of the Hedgehog,Muriel Barbery,4.0,1859.0,11.0,Fiction,28,5,0,0,7.528331766707247,low,normal
the fault in our stars,john green,2012,The Fault in Our Stars,John Green,4.7,50482.0,13.0,Fiction,22,5,0,0,10.829391924926254,high,high
the fault in our stars,john green,2013,The Fault in Our Stars,John Green,4.7,50482.0,13.0,Fiction,22,5,0,0,10.829391924926254,high,high
the fault in our stars,john green,2014,The Fault in Our Stars,John Green,4.7,50482.0,10.0,Fiction,22,5,0,0,10.829391924926254,high,high
the five dysfunctions of a team a leadership fable,patrick lencioni,2009,The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,4.6,3207.0,6.0,Non Fiction,51,9,1,0,8.073402968986406,low,high
the five dysfunctions of a team a leadership fable,patrick lencioni,2010,The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,4.6,3207.0,6.0,Non Fiction,51,9,1,0,8.073402968986406,low,high
the five dysfunctions of a team a leadership fable,patrick lencioni,2011,The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,4.6,3207.0,6.0,Non Fiction,51,9,1,0,8.073402968986406,low,high
the five dysfunctions of a team a leadership fable,patrick lencioni,2012,The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,4.6,3207.0,6.0,Non Fiction,51,9,1,0,8.073402968986406,low,high
the five dysfunctions of a team a leadership fable,patrick lencioni,2013,The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,4.6,3207.0,6.0,Non Fiction,51,9,1,0,8.073402968986406,low,high
the five love languages how to express heartfelt commitment to your mate,gary chapman,2009,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,Gary Chapman,4.6,803.0,9.0,Non Fiction,73,12,1,0,6.6895992691789665,low,high
the four agreements a practical guide to personal freedom a toltec wisdom book,don miguel ruiz,2013,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,23308.0,6.0,Non Fiction,81,13,1,0,10.05659483106667,high,high
the four agreements a practical guide to personal freedom a toltec wisdom book,don miguel ruiz,2015,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,23308.0,6.0,Non Fiction,81,13,1,0,10.05659483106667,high,high
the four agreements a practical guide to personal freedom a toltec wisdom book,don miguel ruiz,2016,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,23308.0,6.0,Non Fiction,81,13,1,0,10.05659483106667,high,high
the four agreements a practical guide to personal freedom a toltec wisdom book,don miguel ruiz,2017,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,23308.0,6.0,Non Fiction,81,13,1,0,10.05659483106667,high,high
the four agreements a practical guide to personal freedom a toltec wisdom book,don miguel ruiz,2018,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,23308.0,6.0,Non Fiction,81,13,1,0,10.05659483106667,high,high
the four agreements a practical guide to personal freedom a toltec wisdom book,don miguel ruiz,2019,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,23308.0,6.0,Non Fiction,81,13,1,0,10.05659483106667,high,high
the four agreements a practical guide to personal freedom a toltec wisdom book,don miguel ruiz,2020,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,75798.0,8.0,Non Fiction,81,13,1,0,11.235840378931302,high,high
the four agreements a practical guide to personal freedom a toltec wisdom book,don miguel ruiz,2021,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,75798.0,8.0,Non Fiction,81,13,1,0,11.235840378931302,high,high
the four agreements a practical guide to personal freedom a toltec wisdom book,don miguel ruiz,2022,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,75798.0,8.0,Non Fiction,81,13,1,0,11.235840378931302,high,high
the four winds a novel,kristin hannah,2021,The Four Winds: A Novel,Kristin Hannah,4.5,96810.0,14.0,Fiction,23,5,1,0,11.480515903172183,high,normal
the getaway,jeff kinney,2017,The Getaway,Jeff Kinney,4.8,5836.0,0.0,Fiction,11,2,0,0,8.671972245203792,low,high
the girl on the train,paula hawkins,2015,The Girl on the Train,Paula Hawkins,4.1,79446.0,18.0,Fiction,21,5,0,0,11.28284541165472,high,normal
the girl on the train,paula hawkins,2016,The Girl on the Train,Paula Hawkins,4.1,79446.0,7.0,Fiction,21,5,0,0,11.28284541165472,high,normal
the girl who kicked the hornets nest millennium trilogy,stieg larsson,2010,The Girl Who Kicked the Hornet's Nest (Millennium Trilogy),Stieg Larsson,4.7,7747.0,14.0,Fiction,58,9,0,0,8.955190024526887,middle,high
the girl who kicked the hornets nest millennium trilogy,stieg larsson,2011,The Girl Who Kicked the Hornet's Nest (Millennium Trilogy),Stieg Larsson,4.7,7747.0,14.0,Fiction,58,9,0,0,8.955190024526887,middle,high
the girl who played with fire millennium,stieg larsson,2009,The Girl Who Played with Fire (Millennium),Stieg Larsson,4.7,7251.0,16.0,Fiction,42,7,0,0,8.889032571874742,middle,high
the girl who played with fire millennium series,stieg larsson,2010,The Girl Who Played with Fire (Millennium Series),Stieg Larsson,4.7,7251.0,9.0,Fiction,49,8,0,0,8.889032571874742,middle,high
the girl with the dragon tattoo millennium series,stieg larsson,2009,The Girl with the Dragon Tattoo (Millennium Series),Stieg Larsson,4.4,10559.0,2.0,Fiction,51,8,0,0,9.264828557260252,middle,normal
the girl with the dragon tattoo millennium series,stieg larsson,2010,The Girl with the Dragon Tattoo (Millennium Series),Stieg Larsson,4.4,10559.0,2.0,Fiction,51,8,0,0,9.264828557260252,middle,normal
the goingtobed book,sandra boynton,2016,The Going-To-Bed Book,Sandra Boynton,4.8,5249.0,5.0,Fiction,21,3,0,0,8.565983355585669,low,high
